n,avgIfdsExposureTime,,make,model,logValues,modelName,makeName
41#1918,54.876682,0.054876682,41,1918,1.739387845,DYNAX7D,KONICAMINOLTA
7#306,55.499591,0.055499591,7,306,1.744289783,ILCE-6000,Sony
5#2140,55.602,0.055602,5,2140,1.745090413,SGH-I337M,SAMSUNG
319#4322,55.701,0.055701,319,4322,1.745862992,A500,QMobile
19#3661,56.145623,0.056145623,19,3661,1.749315905,DROIDX2,Motorola
5#672,57.1852,0.0571852,5,672,1.757283644,SCH-I605,SAMSUNG
5#2044,57.832264,0.057832264,5,2044,1.762170194,SM-N900,SAMSUNG
39#2201,57.986,0.057986,39,2201,1.763323151,HPPhotosmartE427,Hewlett-Packard
39#2352,58.120348,0.058120348,39,2352,1.764328206,HPPhotosmartE317,Hewlett-Packard
5#4283,58.3,0.0583,5,4283,1.765668555,SCH-I415,SAMSUNG
15#2558,58.333516,0.058333516,15,2558,1.765918154,HTCDesire600dualsim,HTC
5#1373,58.508,0.058508,5,1373,1.767215253,GT-S5380K,SAMSUNG
5#603,58.520386,0.058520386,5,603,1.767307182,GT-I9305,SAMSUNG
63#2501,58.602689,0.058602689,63,2501,1.767917544,HUAWEIP7-L00,HUAWEI
5#2393,58.99391,0.05899391,5,2393,1.770807181,SAMSUNG-SGH-I747,SAMSUNG
5#4102,59.000889,0.059000889,5,4102,1.770858555,SGH-M919,SAMSUNG
10#153,60.174711,0.060174711,10,153,1.779414013,E90,Nokia
14#183,60.333748,0.060333748,14,183,1.780560305,CanonPowerShotG10,Canon
27#498,61.1184,0.0611184,27,498,1.786171976,226,Hipstamatic
11#189,61.18625,0.06118625,11,189,1.786653837,PENTAXK100D,PENTAXCorporation
140#1585,61.27975,0.06127975,140,1585,1.787316985,HuelessoniPhone,CuriousSatellite
54#2235,61.5715,0.0615715,54,2235,1.789379734,PENTAXOptioWG-2GPS,PENTAX
5#3922,61.57175,0.06157175,5,3922,1.789381497,SGH-I747M,SAMSUNG
14#583,62.405213,0.062405213,14,583,1.79522087,CanonEOS10D,Canon
14#106,62.437054,0.062437054,14,106,1.795442403,CanonEOSKissX4,Canon
14#1222,62.492026,0.062492026,14,1222,1.795824605,CanonEOSREBELT1i,Canon
6#1621,62.509279,0.062509279,6,1621,1.79594449,NIKOND2H,Nikon Corporation
10#894,62.571611,0.062571611,10,894,1.796377337,E75-1,Nokia
14#124,62.579892,0.062579892,14,124,1.796434809,CanonEOSDIGITALREBELXSi,Canon
14#1311,62.708918,0.062708918,14,1311,1.797329307,CanonEOS600D,Canon
14#1531,62.805598,0.062805598,14,1531,1.797998355,CanonEOS-1DMarkIII,Canon
14#156,62.830306,0.062830306,14,156,1.798169175,CanonEOSDIGITALREBEL,Canon
14#165,62.851556,0.062851556,14,165,1.798316034,CanonEOSREBELT2i,Canon
14#192,62.97275,0.06297275,14,192,1.799152659,CanonEOS300DDIGITAL,Canon
14#1996,62.991722,0.062991722,14,1996,1.799283481,CanonEOSD30,Canon
11#430,63.081,0.063081,11,430,1.799898569,PENTAXK10D,PENTAXCorporation
14#231,63.082823,0.063082823,14,231,1.79991112,CanonEOS350DDIGITAL,Canon
11#875,63.118154,0.063118154,11,875,1.800154289,PENTAXK110D,PENTAXCorporation
14#260,63.22,0.06322,14,260,1.800854492,CanonEOSKissX3,Canon
14#351,63.338656,0.063338656,14,351,1.801668844,CanonEOSDIGITALREBELXS,Canon
14#51,63.510548,0.063510548,14,51,1.80284586,CanonEOS1000D,Canon
14#808,63.69825,0.06369825,14,808,1.804127501,CanonEOSKissX2,Canon
14#943,63.7875,0.0637875,14,943,1.804735581,CanonEOSKissDigitalX,Canon
5#1793,64.074995,0.064074995,5,1793,1.806688581,GT-S5300,SAMSUNG
14#53,64.175641,0.064175641,14,53,1.807370215,CanonEOS550D,Canon
7#1886,64.252226,0.064252226,7,1886,1.807888178,DSLR-A380,Sony
5#225,64.253765,0.064253765,5,225,1.807898581,GT-I9295,SAMSUNG
16#820,64.27489,0.06427489,16,820,1.808041342,LG-P880,LGElectronics
16#2488,64.471247,0.064471247,16,2488,1.80936607,LG-F320S,LGElectronics
5#648,64.473008,0.064473008,5,648,1.809377933,SGH-i900,SAMSUNG
7#409,64.732333,0.064732333,7,409,1.81112126,DSLR-A500,Sony
10#1366,64.8135,0.0648135,10,1366,1.811665474,NokiaLumia710,Nokia
11#1678,64.854333,0.064854333,11,1678,1.811938997,PENTAXK100DSuper,PENTAXCorporation
6#164,64.944224,0.064944224,6,164,1.812540532,NIKOND700,Nikon Corporation
30#2917,64.9604,0.0649604,30,2917,1.81264869,E-1,OLYMPUSCORPORATION
6#415,65.071969,0.065071969,6,415,1.813393948,NIKOND300S,Nikon Corporation
11#480,65.14297,0.06514297,11,480,1.813867555,PENTAX*istDL2,PENTAXCorporation
15#1928,65.188618,0.065188618,15,1928,1.814171774,HTC809d,HTC
5#2564,65.4715,0.0654715,5,2564,1.816052291,GT-I9190,SAMSUNG
10#2304,65.535192,0.065535192,10,2304,1.816474576,5730S-1,Nokia
3#95,65.615756,0.065615756,3,95,1.817008137,iPhone,apple
5#653,65.62951,0.06562951,5,653,1.817099162,NX300,SAMSUNG
5#1604,65.775667,0.065775667,5,1604,1.818065261,SAMSUNG-SGH-I317,SAMSUNG
54#431,65.77775,0.06577775,54,431,1.818079014,PENTAXK20D,PENTAX
142#1967,65.829,0.065829,142,1967,1.818417258,AnycallSPH-W8550,SamsungElectronics
5#967,65.897925,0.065897925,5,967,1.81887174,NX10,SAMSUNG
54#1794,65.932206,0.065932206,54,1794,1.819097607,PENTAXK-m,PENTAX
11#1481,66.14925,0.06614925,11,1481,1.820524925,PENTAX*istDL,PENTAXCorporation
14#4139,66.156289,0.066156289,14,4139,1.820571136,CanonEOSM,Canon
11#1697,66.175917,0.066175917,11,1697,1.820699968,PENTAX*istDS,PENTAXCorporation
7#1045,66.291278,0.066291278,7,1045,1.821456392,NEX-F3,Sony
9#2414,66.303874,0.066303874,9,2414,1.821538904,E-450,OLYMPUSIMAGINGCORP.
7#1106,66.310528,0.066310528,7,1106,1.821582486,DSLR-A350,Sony
7#1188,66.35575,0.06635575,7,1188,1.821878562,NEX-6,Sony
7#123,66.416865,0.066416865,7,123,1.822278372,NEX-3,Sony
7#1412,66.4755,0.0664755,7,1412,1.822661613,DSLR-A580,Sony
7#1471,66.568543,0.066568543,7,1471,1.823269052,SLT-A57,Sony
9#724,66.587729,0.066587729,9,724,1.823394203,E-510,OLYMPUSIMAGINGCORP.
7#1491,66.590793,0.066590793,7,1491,1.823414187,SLT-A37,Sony
7#1542,66.597571,0.066597571,7,1542,1.82345839,NEX-C3,Sony
11#776,66.6,0.0666,11,776,1.823474229,PENTAXK200D,PENTAXCorporation
7#1699,66.617028,0.066617028,7,1699,1.823585254,NEX-5R,Sony
21#390,66.65,0.06665,21,390,1.823800154,SP-2000,FUJIPHOTOFILMCO.LTD.
5#4108,66.666,0.066666,5,4108,1.823904398,EX2F,SAMSUNG
7#2074,66.874352,0.066874352,7,2074,1.825259587,SLT-A33,Sony
12#2335,66.88,0.06688,12,2335,1.825296264,HD2,GoPro..U..
7#212,66.880787,0.066880787,7,212,1.825301375,NEX-5N,Sony
7#2276,66.914,0.066914,7,2276,1.825516992,SLT-A35,Sony
34#230,66.934258,0.066934258,34,230,1.825648453,DeluxeClassicCam,MercuryPeripheralsInc.
7#229,66.93925,0.06693925,7,229,1.825680842,NEX-3N,Sony
165#63,67,0.067,165,63,1.826074803,iPad,Apple+ProHDR
14#1643,67.125741,0.067125741,14,1643,1.826889093,CanonEOS1100D,Canon
7#319,67.143321,0.067143321,7,319,1.827002818,DSLR-A550,Sony
7#338,67.22175,0.06722175,7,338,1.827509814,DSLR-A100,Sony
169#1982,67.228442,0.067228442,169,1982,1.827553047,5000T,NEINGRENZE
7#432,67.34875,0.06734875,7,432,1.82832954,NEX-7,Sony
7#683,67.535441,0.067535441,7,683,1.82953174,DSLR-A230,Sony
7#736,67.660671,0.067660671,7,736,1.8303363,DSLR-A300,Sony
7#80,67.755882,0.067755882,7,80,1.830947003,NEX-5,Sony
9#2413,68.100262,0.068100262,9,2413,1.833148783,E-330,OLYMPUSIMAGINGCORP.
14#665,68.142284,0.068142284,14,665,1.833416686,CanonPowerShotPro1,Canon
9#308,68.163934,0.068163934,9,308,1.833554647,E-P1,OLYMPUSIMAGINGCORP.
9#1023,68.27,0.06827,9,1023,1.834229903,E-400,OLYMPUSIMAGINGCORP.
9#1065,68.29625,0.06829625,9,1065,1.834396858,E-3,OLYMPUSIMAGINGCORP.
9#1262,68.324526,0.068324526,9,1262,1.834576627,E-420,OLYMPUSIMAGINGCORP.
9#1510,68.34225,0.06834225,9,1510,1.834689273,E-520,OLYMPUSIMAGINGCORP.
9#1635,68.3705,0.0683705,9,1635,1.834868756,E-620,OLYMPUSIMAGINGCORP.
9#1646,68.39925,0.06839925,9,1646,1.83505134,E-PM1,OLYMPUSIMAGINGCORP.
9#1778,68.40375,0.06840375,9,1778,1.835079911,E-300,OLYMPUSIMAGINGCORP.
9#1844,68.440629,0.068440629,9,1844,1.835313992,E-PL5,OLYMPUSIMAGINGCORP.
9#442,68.5615,0.0685615,9,442,1.836080311,E-M5,OLYMPUSIMAGINGCORP.
9#486,68.590917,0.068590917,9,486,1.836266609,E-PL2,OLYMPUSIMAGINGCORP.
9#555,68.725951,0.068725951,9,555,1.837120758,E-P2,OLYMPUSIMAGINGCORP.
9#556,68.752,0.068752,9,556,1.837285336,E-PL3,OLYMPUSIMAGINGCORP.
9#870,68.813649,0.068813649,9,870,1.837674588,E-500,OLYMPUSIMAGINGCORP.
9#927,68.83025,0.06883025,9,927,1.837779347,E-P3,OLYMPUSIMAGINGCORP.
54#776,68.886223,0.068886223,54,776,1.838132373,PENTAXK200D,PENTAX
5#1981,69.699,0.069699,5,1981,1.843226547,SGH-T929,SAMSUNG
5#747,69.802,0.069802,5,747,1.843867866,NX1000,SAMSUNG
78#953,69.830878,0.069830878,78,953,1.844047503,Nexus7,ASUS
1#2,70.783735,0.070783735,1,2,1.849933475,Nexus5,LGE
7#1461,70.873455,0.070873455,7,1461,1.850483605,DSC-RX1,Sony
5#1974,70.919818,0.070919818,5,1974,1.850767612,SHV-E300K,SAMSUNG
5#623,71.238638,0.071238638,5,623,1.852715608,GT-S5360,SAMSUNG
7#332,71.8485,0.0718485,7,332,1.856417706,NEX-5T,Sony
98#1912,71.962953,0.071962953,98,1912,1.857108976,SAMSUNGGX20,SAMSUNGTECHWINCo.
33#663,72.072,0.072072,33,663,1.857766574,Z610i,SonyEricsson
5#1645,72.391333,0.072391333,5,1645,1.859686574,GT-S3353,SAMSUNG
43#2735,72.810011,0.072810011,43,2735,1.862191097,EX-S20,CASIOCOMPUTERCO.LTD
27#1207,72.904115,0.072904115,27,1207,1.862752042,250,Hipstamatic
5#541,73.392774,0.073392774,5,541,1.865653303,SM-G900F,SAMSUNG
7#743,73.480865,0.073480865,7,743,1.86617426,ILCA-77M2,Sony
6#14,73.738573,0.073738573,6,14,1.867694729,NIKOND7000,Nikon Corporation
9#1059,73.8445,0.0738445,9,1059,1.868318154,E-410,OLYMPUSIMAGINGCORP.
5#1584,74.307787,0.074307787,5,1584,1.871034328,SC-06D,SAMSUNG
10#313,74.49759,0.07449759,10,313,1.872142224,NokiaLumia800,Nokia
6#1233,74.785084,0.074785084,6,1233,1.873814986,NIKOND3,Nikon Corporation
27#500,74.810224,0.074810224,27,500,1.873960955,236,Hipstamatic
14#1580,75.066521,0.075066521,14,1580,1.875446289,CanonEOS-1DsMarkIII,Canon
5#221,75.118538,0.075118538,5,221,1.875747127,SM-N9005,SAMSUNG
9#3276,75.154,0.075154,9,3276,1.8759521,E-30,OLYMPUSIMAGINGCORP.
5#2050,75.225268,0.075225268,5,2050,1.876363744,GT-C6625,SAMSUNG
6#891,75.328125,0.075328125,6,891,1.876957157,NIKOND3S,Nikon Corporation
5#3745,75.568647,0.075568647,5,3745,1.878341647,GT-I5500B,SAMSUNG
319#4176,76.5215,0.0765215,319,4176,1.883783475,QMobileA8camera,QMobile
11#2606,76.5835,0.0765835,11,2606,1.88413521,PENTAX*istDS2,PENTAXCorporation
5#2356,76.621,0.076621,5,2356,1.884347816,GT-I8000,SAMSUNG
106#3728,76.9,0.0769,106,3728,1.88592634,1.3MDigitalCAM,unknown
106#567,76.923,0.076923,106,567,1.886056213,DigitalCamPro,unknown
27#1092,77.311282,0.077311282,27,1092,1.888242875,262,Hipstamatic
15#1805,77.575789,0.077575789,15,1805,1.889726201,HTCOnemini,HTC
33#2618,78.627598,0.078627598,33,2618,1.895575009,D750i,SonyEricsson
6#85,78.893826,0.078893826,6,85,1.897043018,NIKOND300,Nikon Corporation
5#256,79.494048,0.079494048,5,256,1.900334613,SM-N900V,SAMSUNG
48#2102,79.5105,0.0795105,48,2102,1.900424485,EX-TR15,CASIOCOMPUTERCO.LTD.
5#1841,80.134,0.080134,5,1841,1.903816822,GT-B3410,SAMSUNG
116#1299,80.783935,0.080783935,116,1299,1.907325004,KODAKPIXPROSP360,JKImagingLtd.
6#2383,81.543448,0.081543448,6,2383,1.911389071,NIKOND3X,Nikon Corporation
7#613,81.967,0.081967,7,613,1.91363904,DSLR-A200,Sony
16#433,84.115909,0.084115909,16,433,1.924878142,LG-D855,LGElectronics
27#1673,85.244442,0.085244442,27,1673,1.930666072,230,Hipstamatic
10#646,87.032429,0.087032429,10,646,1.939681104,NokiaLumia900,Nokia
3#598,87.359563,0.087359563,3,598,1.941310453,iPadAir,apple
10#1418,88.704116,0.088704116,10,1418,1.947943772,5530,Nokia
7#742,88.953714,0.088953714,7,742,1.949164085,DSC-HX20V,Sony
5#2555,90.7388,0.0907388,5,2555,1.957793032,SM-T310,SAMSUNG
5#26,91.372111,0.091372111,5,26,1.960813659,GT-I9500,SAMSUNG
3#15,91.682921,0.091682921,3,15,1.962288441,iPhone4,apple
6#145,91.904777,0.091904777,6,145,1.963338086,NIKOND200,Nikon Corporation
3#460,93.144765,0.093144765,3,460,1.969158451,iPadmini,apple
14#304,94.219893,0.094219893,14,304,1.974142607,CanonEOS5D,Canon
5#1973,95.325432,0.095325432,5,1973,1.979208782,SHV-E250K,SAMSUNG
5#216,95.352505,0.095352505,5,216,1.979332107,GT-N7100,SAMSUNG
9#2427,95.597,0.095597,9,2427,1.980444264,E-PM2,OLYMPUSIMAGINGCORP.
16#3339,95.96,0.09596,16,3339,1.982090239,KU990i,LGElectronics
33#2435,96.22699,0.09622699,33,2435,1.983296901,W995,SonyEricsson
7#1389,96.336,0.096336,7,1389,1.98378861,D5102,Sony
5#2550,96.48,0.09648,5,2550,1.984437295,GT-I9300T,SAMSUNG
27#1243,96.8462,0.0968462,27,1243,1.986082585,266,Hipstamatic
3#1433,99.204951,0.099204951,3,1433,1.996533347,iPad3G,apple
7#1391,99.927683,0.099927683,7,1391,1.999685818,D5833,Sony
5#2261,101.533328,0.101533328,5,2261,2.006608621,SC-04E,SAMSUNG
5#134,102.567466,0.102567466,5,134,2.011009626,SAMSUNG-SGH-I337,SAMSUNG
5#273,102.949361,0.102949361,5,273,2.012623655,SPH-L710,SAMSUNG
14#1022,103.96,0.10396,14,1022,2.016866271,CanonEOSREBELT3i,Canon
33#949,104.211734,0.104211734,33,949,2.017916622,ST18i,SonyEricsson
3#176,104.401893,0.104401893,3,176,2.018708373,iPhone3GS,apple
33#1410,105.550934,0.105550934,33,1410,2.023462081,T650i,SonyEricsson
33#1422,105.552919,0.105552919,33,1422,2.023470248,K790i,SonyEricsson
154#3588,107.077,0.107077,154,3588,2.029696195,SIGMASD14,SIGMA
24#3860,108,0.108,24,3860,2.033423755,FinePixHS22EXR,FUJIFILM
64#2184,108.863608,0.108863608,64,2184,2.036882724,V8025,ViviCam
5#887,108.908157,0.108908157,5,887,2.037060409,GT-N7000,SAMSUNG
54#3367,109.952,0.109952,54,3367,2.041203133,PENTAXX70,PENTAX
54#484,110.529065,0.110529065,54,484,2.043476496,PENTAXK-r,PENTAX
7#239,110.87801,0.11087801,7,239,2.044845423,HDR-AS30V,Sony
3#1082,111.10707,0.11110707,3,1082,2.045741695,iPodtouch,apple
7#738,111.646,0.111646,7,738,2.047843168,DSLR-A900,Sony
7#3490,113.475177,0.113475177,7,3490,2.054900869,DSLR-A290,Sony
7#684,114.25,0.11425,7,684,2.057856209,SLT-A58,Sony
7#737,114.665568,0.114665568,7,737,2.059433027,DSLR-A330,Sony
14#184,115.045842,0.115045842,14,184,2.060870927,CanonEOS40D,Canon
73#4008,115.172,0.115172,73,4008,2.061346909,GXRMOUNTA12,RICOH
33#1031,115.941205,0.115941205,33,1031,2.06423781,W900i,SonyEricsson
33#1053,116.234159,0.116234159,33,1053,2.065333778,K770i,SonyEricsson
33#1057,116.568,0.116568,33,1057,2.066579345,W800i,SonyEricsson
9#489,116.6,0.1166,9,489,2.06669855,E-M10,OLYMPUSIMAGINGCORP.
33#204,116.925052,0.116925052,33,204,2.067907572,C905,SonyEricsson
33#205,117.061529,0.117061529,33,205,2.068414192,K610i,SonyEricsson
33#206,117.104788,0.117104788,33,206,2.068574652,K800i,SonyEricsson
33#207,117.40624,0.11740624,33,207,2.06969118,K810i,SonyEricsson
33#2409,117.5176,0.1175176,33,2409,2.070102914,K550i,SonyEricsson
33#2911,117.7016,0.1177016,33,2911,2.070782367,K790a,SonyEricsson
33#2972,117.977041,0.117977041,33,2972,2.071797499,K750c,SonyEricsson
33#413,118.33157,0.11833157,33,413,2.073100627,W850i,SonyEricsson
48#791,118.402607,0.118402607,48,791,2.073361265,EX-M2,CASIOCOMPUTERCO.LTD.
33#597,118.5024,0.1185024,33,597,2.073727146,K750i,SonyEricsson
33#839,118.789025,0.118789025,33,839,2.074776318,W810i,SonyEricsson
54#495,118.849573,0.118849573,54,495,2.074997626,PENTAXK-30,PENTAX
15#2087,120.61017,0.12061017,15,2087,2.08138393,HTCButterflys,HTC
5#135,120.82953,0.12082953,5,135,2.082173086,SAMSUNG-SGH-I777,SAMSUNG
5#270,122.258651,0.122258651,5,270,2.087279599,GT-I9505,SAMSUNG
15#4111,122.779582,0.122779582,15,4111,2.089126151,HTC802d,HTC
306#3896,123.441,0.123441,306,3896,2.091459431,YHDC5170-960@t1.jp,GoPro...4><.@Wh.
63#1648,123.483,0.123483,63,1648,2.091607172,HUAWEIP7-L10,HUAWEI
53#471,123.833453,0.123833453,53,471,2.092837983,Protected,Protected
5#77,124.663882,0.124663882,5,77,2.095740647,SCH-I545,SAMSUNG
5#25,125.010108,0.125010108,5,25,2.09694513,GT-I9300,SAMSUNG
5#1798,126.057835,0.126057835,5,1798,2.100569844,GT-N7105,SAMSUNG
33#1008,126.649,0.126649,33,1008,2.102601765,W610i,SonyEricsson
5#1492,126.7456,0.1267456,5,1492,2.102932892,GT-I9100P,SAMSUNG
7#2095,127.159333,0.127159333,7,2095,2.104348241,D5106,Sony
27#2359,127.365,0.127365,27,2359,2.1050501,271,Hipstamatic
14#1121,128.9605,0.1289605,14,1121,2.110456708,CanonEOS5DMarkIII,Canon
5#740,130.835,0.130835,5,740,2.116723939,SGH-T989,SAMSUNG
27#1091,132.87702,0.13287702,27,1091,2.12344988,261,Hipstamatic
13#766,132.944219,0.132944219,13,766,2.123669457,HD3Better,GoPro
33#945,136.372531,0.136372531,33,945,2.134726901,W580i,SonyEricsson
311#3978,136.405869,0.136405869,311,3978,2.134833057,HD2..X....}.,GoPro.d~..
33#1016,137.74025,0.13774025,33,1016,2.139060867,W880i,SonyEricsson
75#2847,142.641765,0.142641765,75,2847,2.154246704,Vivicam3915,Vivitar
14#138,143.351973,0.143351973,14,138,2.156403675,CanonEOS5DMarkII,Canon
14#185,143.530675,0.143530675,14,185,2.156944727,CanonEOS7D,Canon
10#312,143.592849,0.143592849,10,312,2.157132812,Nokia800,Nokia
27#499,144.334127,0.144334127,27,499,2.15936903,235,Hipstamatic
3#3617,145.086979,0.145086979,3,3617,2.161628438,iPad2,apple
5#2017,149.665346,0.149665346,5,2017,2.175121254,GT-C3530,SAMSUNG
5#301,149.673793,0.149673793,5,301,2.175145765,GT-I9195,SAMSUNG
12#602,150.076843,0.150076843,12,602,2.176313685,HD2....=.....,GoPro..U..
27#1093,152.026626,0.152026626,27,1093,2.181919657,267,Hipstamatic
15#1199,153.08066,0.15308066,15,1199,2.184920326,831C,HTC
5#671,153.203243,0.153203243,5,671,2.185267959,SCH-I535,SAMSUNG
27#1090,155.230709,0.155230709,27,1090,2.190977641,255,Hipstamatic
7#1145,157.146072,0.157146072,7,1145,2.19630353,D5503,Sony
1#1,159.134719,0.159134719,1,1,2.201764942,Nexus4,LGE
14#232,164.336546,0.164336546,14,232,2.215734155,CanonEOS50D,Canon
3#63,164.387131,0.164387131,3,63,2.215867816,iPad,apple
14#485,165.340491,0.165340491,14,485,2.218379223,CanonEOS30D,Canon
33#2156,166.7111,0.1667111,33,2156,2.221964517,LT18i,SonyEricsson
14#779,171.657463,0.171657463,14,779,2.23466269,CanonEOS-1DsMarkII,Canon
48#2530,172.809859,0.172809859,48,2530,2.237568516,EX-M1,CASIOCOMPUTERCO.LTD.
48#2974,172.890287,0.172890287,48,2974,2.237770595,EX-S1,CASIOCOMPUTERCO.LTD.
14#241,172.896758,0.172896758,14,241,2.23778685,CanonEOS20D,Canon
54#1164,173.240853,0.173240853,54,1164,2.238650313,PENTAXK-7,PENTAX
54#1430,174.496167,0.174496167,54,1430,2.241785892,PENTAXK-5,PENTAX
48#2351,176.156506,0.176156506,48,2351,2.245898688,EX-S2,CASIOCOMPUTERCO.LTD.
27#1242,176.979566,0.176979566,27,1242,2.247923126,265,Hipstamatic
7#2010,177.192143,0.177192143,7,2010,2.248444461,SLT-A99V,Sony
27#501,177.419318,0.177419318,27,501,2.249000905,256,Hipstamatic
7#915,181.202415,0.181202415,7,915,2.258163981,DSLR-A700,Sony
136#2491,181.861667,0.181861667,136,2491,2.259741168,GZ-HM445,JVC
3#87,185.38119,0.18538119,3,87,2.268065666,iPhone5c,apple
7#86,186.972848,0.186972848,7,86,2.271778543,SLT-A77V,Sony
229#3212,188.767,0.188767,229,3212,2.275926074,PDC3070,WWL
317#4136,190.976,0.190976,317,4136,2.280978793,SQ70,monogram
89#3353,195.456457,0.195456457,89,3353,2.291050022,R9-DigitalBackDMR,LeicaCameraAG
10#1640,195.51886,0.19551886,10,1640,2.291188656,N80,Nokia
3#31,201.622664,0.201622664,3,31,2.304539349,iPhone4S,apple
15#1325,203.592251,0.203592251,15,1325,2.308761244,HTCOne_M8,HTC
27#502,210.135619,0.210135619,27,502,2.322499674,260,Hipstamatic
16#2477,218.4278,0.2184278,16,2477,2.339307912,KC910,LGElectronics
16#2958,219.3384,0.2193384,16,2958,2.341114671,KU990,LGElectronics
3#4,223.746811,0.223746811,3,4,2.349756854,iPhone5,apple
7#66,224.615941,0.224615941,7,66,2.351440575,ILCE-7,Sony
75#2845,228.24,0.22824,75,2845,2.358391759,Vivicam3815,Vivitar
15#1736,232.055619,0.232055619,15,1736,2.365592089,HTC6525LVW,HTC
127#1407,241.831136,0.241831136,127,1407,2.383512216,GranTurismo5,PolyphonyDigitalInc.
19#3607,244.542667,0.244542667,19,3607,2.388354644,DROIDX61e40001fff80000015d9b,Motorola
91#3199,247.139193,0.247139193,91,3199,2.392941624,SO903i,DoCoMo
3#34,253.611574,0.253611574,3,34,2.404169069,iPhone5s,apple
14#1265,257.845333,0.257845333,14,1265,2.411359275,CanonEOS-1DMarkIV,Canon
3#13,259.145668,0.259145668,3,13,2.413543953,iPhone6,apple
3#32,260.044285,0.260044285,3,32,2.415047314,iPhone6Plus,apple
16#591,260.275978,0.260275978,16,591,2.415434087,LG-D802,LGElectronics
33#2932,273.92,0.27392,33,2932,2.437623743,K618i,SonyEricsson
33#3017,274.713,0.274713,33,3017,2.438879212,K530i,SonyEricsson
165#95,278.152075,0.278152075,165,95,2.444282304,iPhone,Apple+ProHDR
7#2268,281.5555,0.2815555,7,2268,2.449564015,DSLR-A850,Sony
48#824,290.845245,0.290845245,48,824,2.463661968,EX-FH20,CASIOCOMPUTERCO.LTD.
14#1027,294.468658,0.294468658,14,1027,2.469039077,CanonPowerShotG11,Canon
151#1734,299.101969,0.299101969,151,1734,2.475819272,HTC6525LV,HT
102#1398,305.168,0.305168,102,1398,2.484538991,HM1S,Xiaomi
91#3101,311.241333,0.311241333,91,3101,2.493097267,SO905iCS,DoCoMo
5#317,319.728589,0.319728589,5,317,2.504781471,GT-I9100,SAMSUNG
311#4028,321.4075,0.3214075,311,4028,2.507056007,HD2.%........,GoPro.d~..
16#1339,333.666667,0.333666667,16,1339,2.523312823,LG-P970,LGElectronics
16#1683,335.108373,0.335108373,16,1683,2.525185279,LG-D955,LGElectronics
5#59,354.694928,0.354694928,5,59,2.549854978,GT-S7500,SAMSUNG
5#701,378.978534,0.378978534,5,701,2.578614611,SM-N910C,SAMSUNG
16#3054,470.986,0.470986,16,3054,2.673007998,KE990,LGElectronics
154#3814,487.424,0.487424,154,3814,2.687906909,SIGMASD1Merrill,SIGMA
5#4080,560.202851,0.560202851,5,4080,2.748345315,SHV-E160S,SAMSUNG
27#2360,753.756614,0.753756614,27,2360,2.877231136,272,Hipstamatic
5#3818,808.218,0.808218,5,3818,2.907528518,GT-I9108,SAMSUNG
92#2886,830.42,0.83042,92,2886,2.9192978,W44S,KDDI-SN
55#488,891.348093,0.891348093,55,488,2.95004734,SJ4000,MAKERNAME
111#1204,941.034867,0.941034867,111,1204,2.973605715,......,....
48#2137,959.486211,0.959486211,48,2137,2.982038738,EX-F1,CASIOCOMPUTERCO.LTD.
202#2807,998.331106,0.998331106,202,2807,2.999274603,DS6688A,OregonScientific
10#3459,1000,1,10,3459,3,.,Nokia
314#4065,1000,1,314,4065,3,5860E,YULONG
