n,avgIfdsFocalLength,make,model,logValues,modelName,makeName
19#3601,4,19,3601,0.602059991,DROID2GLOBAL22280001ffd8000,Motorola
19#3643,4,19,3643,0.602059991,MotoA95373020002ffd80000015f,Motorola
19#3657,4,19,3657,0.602059991,DROID2GLOBAL025e0001ffd8000,Motorola
19#3659,4,19,3659,0.602059991,DROID2GLOBAL36900001ffd8000,Motorola
19#3680,4,19,3680,0.602059991,DROID267380001ffd80000015daa,Motorola
19#3693,4,19,3693,0.602059991,DROID26eea0001fff80000015d67,Motorola
19#3697,4,19,3697,0.602059991,DROID2GLOBAL3b7e0001ffd8000,Motorola
19#3703,4,19,3703,0.602059991,MB52558900002ffdc00000163c00,Motorola
19#3709,4,19,3709,0.602059991,DROIDPRO11960021ffd80000015,Motorola
19#3711,4,19,3711,0.602059991,DROID2GLOBAL3fa60001ffd8000,Motorola
19#3778,4,19,3778,0.602059991,DROID2,Motorola
19#3823,4,19,3823,0.602059991,MB52501580002ffdc00000167f93,Motorola
19#3833,4,19,3833,0.602059991,DROIDPro,Motorola
19#3878,4,19,3878,0.602059991,DROID231fc0001fff80000015d67,Motorola
19#3885,4,19,3885,0.602059991,MB525047c0001ffd800000a3aac9,Motorola
19#3917,4,19,3917,0.602059991,MB886,Motorola
19#3945,4,19,3945,0.602059991,MB6125cfc0001ffd900000a3ab18,Motorola
19#3955,4,19,3955,0.602059991,A95340580002ffdc000001681263,Motorola
19#3963,4,19,3963,0.602059991,XT897,Motorola
19#3968,4,19,3968,0.602059991,AtrixHD,Motorola
19#3972,4,19,3972,0.602059991,XT890,Motorola
19#3981,4,19,3981,0.602059991,MB612,Motorola
19#4009,4,19,4009,0.602059991,MB6114c3c0001ffd80000015ed13,Motorola
19#4042,4,19,4042,0.602059991,DROID_RAZR_HD,Motorola
19#4193,4,19,4193,0.602059991,DROID2504e0001fff80000015d95,Motorola
19#4209,4,19,4209,0.602059991,XT918,Motorola
19#4224,4,19,4224,0.602059991,MB52563ee0002ffdc00000168021,Motorola
19#4237,4,19,4237,0.602059991,XT925,Motorola
19#4246,4,19,4246,0.602059991,XT920,Motorola
19#4262,4,19,4262,0.602059991,MB52527e40002ffdc00000163b70,Motorola
19#4276,4,19,4276,0.602059991,MotoA953073c0001fff80000015e,Motorola
19#4292,4,19,4292,0.602059991,MB526,Motorola
209#2525,4,209,2525,0.602059991,MyPhoneAguaRio,MyPhone
170#2005,4,170,2005,0.602059991,N-04C,NEC
8#2098,4,8,2098,0.602059991,COOLPIXS02,Nikon
10#54,4,10,54,0.602059991,5230,Nokia
10#844,4,10,844,0.602059991,5800Xpres,Nokia
10#894,4,10,894,0.602059991,E75-1,Nokia
10#1353,4,10,1353,0.602059991,5233,Nokia
10#1418,4,10,1418,0.602059991,5530,Nokia
10#2304,4,10,2304,0.602059991,5730S-1,Nokia
10#2328,4,10,2328,0.602059991,6210Navig,Nokia
9#4216,4,9,4216,0.602059991,SH-21,OLYMPUSIMAGINGCORP.
2#3,4,2,3,0.602059991,A0001,ONEPLUS
4#3658,4,4,3658,0.602059991,HDC-HS700,Panasonic
4#3770,4,4,3770,0.602059991,HM-TA1,Panasonic
4#3948,4,4,3948,0.602059991,DMC-TZ9,Panasonic
4#4113,4,4,4113,0.602059991,DMC-FX75,Panasonic
4#4185,4,4,4185,0.602059991,DMC-TZ19,Panasonic
4#4190,4,4,4190,0.602059991,HX-WA30,Panasonic
4#4300,4,4,4300,0.602059991,HC-V500,Panasonic
54#4188,4,54,4188,0.602059991,PENTAXX-5,PENTAX
53#471,4,53,471,0.602059991,Protected,Protected
319#4322,4,319,4322,0.602059991,A500,QMobile
20#1370,4,20,1370,0.602059991,BlackberryZ10,ResearchInMotion
20#2497,4,20,2497,0.602059991,BlackberryBlackBerry10Dev,ResearchInMotion
20#4002,4,20,4002,0.602059991,Blackberry10DevAlpha,ResearchInMotion
5#7,4,5,7,0.602059991,GT-I9000,SAMSUNG
5#39,4,5,39,0.602059991,GT-I9082,SAMSUNG
5#77,4,5,77,0.602059991,SCH-I545,SAMSUNG
5#91,4,5,91,0.602059991,GT-I9192,SAMSUNG
5#105,4,5,105,0.602059991,GT-S7560,SAMSUNG
5#135,4,5,135,0.602059991,SAMSUNG-SGH-I777,SAMSUNG
5#221,4,5,221,0.602059991,SM-N9005,SAMSUNG
5#223,4,5,223,0.602059991,GT-I8190,SAMSUNG
5#225,4,5,225,0.602059991,GT-I9295,SAMSUNG
5#256,4,5,256,0.602059991,SM-N900V,SAMSUNG
5#302,4,5,302,0.602059991,GT-S5830,SAMSUNG
5#311,4,5,311,0.602059991,GT-S8500,SAMSUNG
5#346,4,5,346,0.602059991,GT-S5830i,SAMSUNG
5#347,4,5,347,0.602059991,GT-S7562,SAMSUNG
5#348,4,5,348,0.602059991,GT-S7582,SAMSUNG
5#388,4,5,388,0.602059991,SPH-D710,SAMSUNG
5#403,4,5,403,0.602059991,SAMSUNG,SAMSUNG
5#443,4,5,443,0.602059991,GT-I9300I,SAMSUNG
5#603,4,5,603,0.602059991,GT-I9305,SAMSUNG
5#671,4,5,671,0.602059991,SCH-I535,SAMSUNG
5#672,4,5,672,0.602059991,SCH-I605,SAMSUNG
5#744,4,5,744,0.602059991,GT-I8700,SAMSUNG
5#787,4,5,787,0.602059991,GT-I9105P,SAMSUNG
5#963,4,5,963,0.602059991,GT-I9200,SAMSUNG
5#980,4,5,980,0.602059991,GT-I9100M,SAMSUNG
5#981,4,5,981,0.602059991,SGH-I317M,SAMSUNG
5#1064,4,5,1064,0.602059991,NV24HDVLUUNV24HDLANDIAO,SAMSUNG
5#1372,4,5,1372,0.602059991,GT-I8530,SAMSUNG
5#1492,4,5,1492,0.602059991,GT-I9100P,SAMSUNG
5#1576,4,5,1576,0.602059991,SC-02B,SAMSUNG
5#1584,4,5,1584,0.602059991,SC-06D,SAMSUNG
5#1645,4,5,1645,0.602059991,GT-S3353,SAMSUNG
5#1674,4,5,1674,0.602059991,SGH-T999,SAMSUNG
5#1754,4,5,1754,0.602059991,GT-S8000,SAMSUNG
5#1841,4,5,1841,0.602059991,GT-B3410,SAMSUNG
5#1871,4,5,1871,0.602059991,SGH-T889,SAMSUNG
5#1929,4,5,1929,0.602059991,SCH-I939,SAMSUNG
5#1972,4,5,1972,0.602059991,SHV-E210S,SAMSUNG
5#1973,4,5,1973,0.602059991,SHV-E250K,SAMSUNG
5#1974,4,5,1974,0.602059991,SHV-E300K,SAMSUNG
5#1975,4,5,1975,0.602059991,SHW-M100S,SAMSUNG
5#1977,4,5,1977,0.602059991,SM-N900K,SAMSUNG
5#1979,4,5,1979,0.602059991,SPH-M8400,SAMSUNG
5#2006,4,5,2006,0.602059991,SC-03D,SAMSUNG
5#2017,4,5,2017,0.602059991,GT-C3530,SAMSUNG
5#2044,4,5,2044,0.602059991,SM-N900,SAMSUNG
5#2073,4,5,2073,0.602059991,SM-N900T,SAMSUNG
5#2085,4,5,2085,0.602059991,GT-I8190N,SAMSUNG
5#2091,4,5,2091,0.602059991,GT-I9001,SAMSUNG
5#2094,4,5,2094,0.602059991,SGH-I717D,SAMSUNG
5#2140,4,5,2140,0.602059991,SGH-I337M,SAMSUNG
5#2210,4,5,2210,0.602059991,SGH-I727R,SAMSUNG
5#2261,4,5,2261,0.602059991,SC-04E,SAMSUNG
5#2267,4,5,2267,0.602059991,GT-I9305T,SAMSUNG
5#2284,4,5,2284,0.602059991,SPH-L720,SAMSUNG
5#2288,4,5,2288,0.602059991,SPH-M910,SAMSUNG
5#2337,4,5,2337,0.602059991,SM-N9006,SAMSUNG
5#2342,4,5,2342,0.602059991,GT-B7330,SAMSUNG
5#2356,4,5,2356,0.602059991,GT-I8000,SAMSUNG
5#2393,4,5,2393,0.602059991,SAMSUNG-SGH-I747,SAMSUNG
5#2421,4,5,2421,0.602059991,SHW-M250S,SAMSUNG
5#2483,4,5,2483,0.602059991,GT-S8530,SAMSUNG
5#2502,4,5,2502,0.602059991,SC-02E,SAMSUNG
5#2521,4,5,2521,0.602059991,SGH-F480i,SAMSUNG
5#2535,4,5,2535,0.602059991,GT-S8000H,SAMSUNG
5#2550,4,5,2550,0.602059991,GT-I9300T,SAMSUNG
5#2563,4,5,2563,0.602059991,GT-I9152,SAMSUNG
5#2564,4,5,2564,0.602059991,GT-I9190,SAMSUNG
5#3412,4,5,3412,0.602059991,GT-B3210,SAMSUNG
5#3495,4,5,3495,0.602059991,SGH-I897,SAMSUNG
5#3502,4,5,3502,0.602059991,SGH-T959,SAMSUNG
5#3529,4,5,3529,0.602059991,SPH-D700,SAMSUNG
5#3535,4,5,3535,0.602059991,GT-S8500L,SAMSUNG
5#3553,4,5,3553,0.602059991,SCH-I500,SAMSUNG
5#3630,4,5,3630,0.602059991,GT-I9000B,SAMSUNG
5#3660,4,5,3660,0.602059991,SGH-i896,SAMSUNG
5#3665,4,5,3665,0.602059991,SGH-T959D,SAMSUNG
5#3672,4,5,3672,0.602059991,SCH-I510,SAMSUNG
5#3682,4,5,3682,0.602059991,SGH-T469,SAMSUNG
5#3686,4,5,3686,0.602059991,SGH-T959V,SAMSUNG
5#3740,4,5,3740,0.602059991,GT-S8500T,SAMSUNG
5#3756,4,5,3756,0.602059991,SC-02C,SAMSUNG
5#3777,4,5,3777,0.602059991,SGH-I997,SAMSUNG
5#3792,4,5,3792,0.602059991,SGH-I917,SAMSUNG
5#3818,4,5,3818,0.602059991,GT-I9108,SAMSUNG
5#3829,4,5,3829,0.602059991,GT-C3200,SAMSUNG
5#3839,4,5,3839,0.602059991,GT-S5670,SAMSUNG
5#3844,4,5,3844,0.602059991,SCH-I400,SAMSUNG
5#3846,4,5,3846,0.602059991,GT-S3350,SAMSUNG
5#3855,4,5,3855,0.602059991,SGH-I997R,SAMSUNG
5#3877,4,5,3877,0.602059991,GT-I8160,SAMSUNG
5#3882,4,5,3882,0.602059991,GT-S5600,SAMSUNG
5#3922,4,5,3922,0.602059991,SGH-I747M,SAMSUNG
5#3928,4,5,3928,0.602059991,GT-S5222,SAMSUNG
5#3936,4,5,3936,0.602059991,SCH-R530U,SAMSUNG
5#3940,4,5,3940,0.602059991,SGH-I717,SAMSUNG
5#4003,4,5,4003,0.602059991,SGH-I927,SAMSUNG
5#4006,4,5,4006,0.602059991,SGH-T989D,SAMSUNG
5#4016,4,5,4016,0.602059991,SGH-T999V,SAMSUNG
5#4019,4,5,4019,0.602059991,SHV-E250S,SAMSUNG
5#4033,4,5,4033,0.602059991,GT-S5839i,SAMSUNG
5#4043,4,5,4043,0.602059991,SPH-D710VMUB,SAMSUNG
5#4044,4,5,4044,0.602059991,GT-S5830M,SAMSUNG
5#4052,4,5,4052,0.602059991,GT-S7560M,SAMSUNG
5#4053,4,5,4053,0.602059991,GT-I8190L,SAMSUNG
5#4080,4,5,4080,0.602059991,SHV-E160S,SAMSUNG
5#4085,4,5,4085,0.602059991,SGH-S959G,SAMSUNG
5#4086,4,5,4086,0.602059991,SPH-M950,SAMSUNG
5#4090,4,5,4090,0.602059991,SHW-M110S,SAMSUNG
5#4134,4,5,4134,0.602059991,GT-E2652,SAMSUNG
5#4146,4,5,4146,0.602059991,S8003,SAMSUNG
5#4164,4,5,4164,0.602059991,WB250F,SAMSUNG
5#4165,4,5,4165,0.602059991,SAMSUNG-SGH-I537,SAMSUNG
5#4168,4,5,4168,0.602059991,GT-S5830C,SAMSUNG
5#4192,4,5,4192,0.602059991,SHV-E110S,SAMSUNG
5#4195,4,5,4195,0.602059991,SCH-R760,SAMSUNG
5#4210,4,5,4210,0.602059991,SHV-E300L,SAMSUNG
5#4258,4,5,4258,0.602059991,GT-S5560,SAMSUNG
5#4266,4,5,4266,0.602059991,GT-I9080L,SAMSUNG
5#4269,4,5,4269,0.602059991,SGH-I337,SAMSUNG
5#4271,4,5,4271,0.602059991,WB800F,SAMSUNG
5#4281,4,5,4281,0.602059991,SCH-R830,SAMSUNG
5#4283,4,5,4283,0.602059991,SCH-I415,SAMSUNG
5#4309,4,5,4309,0.602059991,GT-S5830V,SAMSUNG
5#4311,4,5,4311,0.602059991,GT-S7230E,SAMSUNG
121#3998,4,121,3998,0.602059991,XperiaArcS,SEMC
86#2031,4,86,2031,0.602059991,SBM303SH,SHARP
86#3587,4,86,3587,0.602059991,IS03,SHARP
86#3738,4,86,3738,0.602059991,SBM003SH,SHARP
7#1229,4,7,1229,0.602059991,C6603,Sony
7#1380,4,7,1380,0.602059991,MT27i,Sony
7#1382,4,7,1382,0.602059991,ST25i,Sony
7#1383,4,7,1383,0.602059991,ST27i,Sony
7#1386,4,7,1386,0.602059991,C2305,Sony
7#1387,4,7,1387,0.602059991,C6502,Sony
7#1390,4,7,1390,0.602059991,D5322,Sony
7#1508,4,7,1508,0.602059991,LT30p,Sony
7#1675,4,7,1675,0.602059991,LT30at,Sony
7#1943,4,7,1943,0.602059991,LT22i,Sony
7#2033,4,7,2033,0.602059991,LT25i,Sony
7#2225,4,7,2225,0.602059991,HDR-CX560V,Sony
7#2464,4,7,2464,0.602059991,DSC-HX5C,Sony
7#2983,4,7,2983,0.602059991,DCR-PC5E,Sony
7#3079,4,7,3079,0.602059991,DCR-TRV20,Sony
7#3113,4,7,3113,0.602059991,DCR-TRV33E,Sony
7#3264,4,7,3264,0.602059991,DCR-HC48,Sony
7#3309,4,7,3309,0.602059991,HDR-XR200V,Sony
7#3472,4,7,3472,0.602059991,DSC-T00,Sony
7#3609,4,7,3609,0.602059991,HDR-CX550VE,Sony
7#3621,4,7,3621,0.602059991,DCR-HC46,Sony
7#3891,4,7,3891,0.602059991,HDR-XR160,Sony
7#4022,4,7,4022,0.602059991,SO-02E,Sony
7#4069,4,7,4069,0.602059991,SO-01E,Sony
7#4120,4,7,4120,0.602059991,LT29i,Sony
7#4207,4,7,4207,0.602059991,SO-04E,Sony
7#4234,4,7,4234,0.602059991,C6503,Sony
7#4288,4,7,4288,0.602059991,SOL22,Sony
7#4315,4,7,4315,0.602059991,SO-04D,Sony
33#660,4,33,660,0.602059991,C702,SonyEricsson
33#807,4,33,807,0.602059991,J10i2,SonyEricsson
33#928,4,33,928,0.602059991,W890i,SonyEricsson
33#949,4,33,949,0.602059991,ST18i,SonyEricsson
33#1376,4,33,1376,0.602059991,LT15i,SonyEricsson
33#1377,4,33,1377,0.602059991,LT26ii,SonyEricsson
33#1378,4,33,1378,0.602059991,LT28h,SonyEricsson
33#1379,4,33,1379,0.602059991,MT25i,SonyEricsson
33#1380,4,33,1380,0.602059991,MT27i,SonyEricsson
33#1381,4,33,1381,0.602059991,R800i,SonyEricsson
33#1382,4,33,1382,0.602059991,ST25i,SonyEricsson
33#1383,4,33,1383,0.602059991,ST27i,SonyEricsson
33#1528,4,33,1528,0.602059991,MT15i,SonyEricsson
33#1577,4,33,1577,0.602059991,W595,SonyEricsson
33#1747,4,33,1747,0.602059991,ST15i,SonyEricsson
33#1748,4,33,1748,0.602059991,ST17i,SonyEricsson
33#2015,4,33,2015,0.602059991,LT26w,SonyEricsson
33#2156,4,33,2156,0.602059991,LT18i,SonyEricsson
33#3387,4,33,3387,0.602059991,W760i,SonyEricsson
33#3739,4,33,3739,0.602059991,LT15a,SonyEricsson
33#3764,4,33,3764,0.602059991,W518a,SonyEricsson
33#3787,4,33,3787,0.602059991,SK17i,SonyEricsson
33#3812,4,33,3812,0.602059991,MT11a,SonyEricsson
33#3862,4,33,3862,0.602059991,IS12S,SonyEricsson
33#3888,4,33,3888,0.602059991,WT19i,SonyEricsson
33#3976,4,33,3976,0.602059991,R800x,SonyEricsson
33#4023,4,33,4023,0.602059991,MK16a,SonyEricsson
33#4105,4,33,4105,0.602059991,ST18a,SonyEricsson
33#4153,4,33,4153,0.602059991,MT11i,SonyEricsson
33#4245,4,33,4245,0.602059991,LT28i,SonyEricsson
112#1224,4,112,1224,0.602059991,TCLD40DUAL,TCL
195#2325,4,195,2325,0.602059991,ALCATELONETOUCH6040D,TCT
195#2326,4,195,2326,0.602059991,ALCATELONETOUCHP320X,TCT
122#1394,4,122,1394,0.602059991,S9311,Tinno
312#4040,4,312,4040,0.602059991,tinnomodel,tinnomake
321#4204,4,321,4204,0.602059991,Primo-X2,WALTON
102#1110,4,102,1110,0.602059991,MiTwo,Xiaomi
102#1397,4,102,1397,0.602059991,HMNOTE,Xiaomi
102#1398,4,102,1398,0.602059991,HM1S,Xiaomi
102#1399,4,102,1399,0.602059991,MI4,Xiaomi
102#2069,4,102,2069,0.602059991,MI3,Xiaomi
125#1400,4,125,1400,0.602059991,YUREKA,YU
66#650,4,66,650,0.602059991,ZTEBlade2,ZTE
66#1032,4,66,1032,0.602059991,SanFranciscoII,ZTE
44#340,4,44,340,0.602059991,,
37#258,4.25,37,258,0.62838893,Cymera,SKcommunications
136#2491,4.333333333,136,2491,0.636822098,GZ-HM445,JVC
95#4174,4.5,95,4174,0.653212514,G1,BenQ
10#1359,4.5,10,1359,0.653212514,C6-00,Nokia
4#508,4.5,4,508,0.653212514,DMC-TZ55,Panasonic
4#3623,4.5,4,3623,0.653212514,DMC-ZS6,Panasonic
7#1507,4.5,7,1507,0.653212514,HXR-MC50E,Sony
7#3506,4.5,7,3506,0.653212514,DCR-SR65,Sony
57#4115,5,57,4115,0.698970004,A501,acer
166#3803,5,166,3803,0.698970004,SELECTA14,AGFAPHOTO
95#3179,5,95,3179,0.698970004,DCC420,BenQ
97#2844,5,97,2844,0.698970004,8MP-9U4,CAMERA
97#2880,5,97,2880,0.698970004,5MP-9X9,CAMERA
97#3206,5,97,3206,0.698970004,4MP-9T2,CAMERA
97#3522,5,97,3522,0.698970004,6MP-9U9,CAMERA
97#3830,5,97,3830,0.698970004,14MP-9PC,CAMERA
97#4173,5,97,4173,0.698970004,5MP-9P8,CAMERA
14#709,5,14,709,0.698970004,CanonPowerShotA310,Canon
14#1036,5,14,1036,0.698970004,CanonPowerShotA300,Canon
14#1667,5,14,1667,0.698970004,CanonIXY400F,Canon
14#1911,5,14,1911,0.698970004,CanonVIXIAHF100,Canon
14#2238,5,14,2238,0.698970004,CanonPowerShotA200,Canon
14#2892,5,14,2892,0.698970004,CanonPowerShotA100,Canon
14#2964,5,14,2964,0.698970004,CanonIXYDIGITAL200a,Canon
14#3757,5,14,3757,0.698970004,CanonIXYDIGITAL300a,Canon
14#3852,5,14,3852,0.698970004,CanonPowerShotA1200,Canon
14#3913,5,14,3913,0.698970004,CanonPowerShotSX240HS,Canon
14#4017,5,14,4017,0.698970004,Canon,Canon
14#4145,5,14,4145,0.698970004,CanonPowerShotA1400,Canon
14#4187,5,14,4187,0.698970004,CanonPowerShotELPH310HS,Canon
14#4302,5,14,4302,0.698970004,CanonIXUS107,Canon
48#2270,5,48,2270,0.698970004,EX-ZS15,CASIOCOMPUTERCO.LTD.
91#1574,5,91,1574,0.698970004,SO-01B,DoCoMo
91#2426,5,91,2426,0.698970004,N05C,DoCoMo
91#2699,5,91,2699,0.698970004,SH901iC,DoCoMo
91#2938,5,91,2938,0.698970004,N905i,DoCoMo
91#3043,5,91,3043,0.698970004,P905i,DoCoMo
91#3111,5,91,3111,0.698970004,F700i,DoCoMo
91#3146,5,91,3146,0.698970004,F900iC,DoCoMo
91#3199,5,91,3199,0.698970004,SO903i,DoCoMo
91#3239,5,91,3239,0.698970004,SO905i,DoCoMo
18#234,5,18,234,0.698970004,KODAKEASYSHARECX6200DIGITA,EASTMANKODAKCOMPANY
24#1704,5,24,1704,0.698970004,FinePixSL1000,FUJIFILM
24#2067,5,24,2067,0.698970004,FinePixS1850,FUJIFILM
24#3305,5,24,3305,0.698970004,FinePixJ210,FUJIFILM
24#3391,5,24,3391,0.698970004,FinePixJ110W,FUJIFILM
24#3596,5,24,3596,0.698970004,FinePixJZ500,FUJIFILM
24#3628,5,24,3628,0.698970004,FinePixAX200,FUJIFILM
24#3645,5,24,3645,0.698970004,FinePixAX245w,FUJIFILM
24#3754,5,24,3754,0.698970004,FinePixS2850HD,FUJIFILM
24#3789,5,24,3789,0.698970004,FinePixS2550HD,FUJIFILM
24#3821,5,24,3821,0.698970004,FinePixJX200JX210,FUJIFILM
24#3826,5,24,3826,0.698970004,FinePixXP30,FUJIFILM
24#3899,5,24,3899,0.698970004,FinePixJX300,FUJIFILM
24#3996,5,24,3996,0.698970004,FinePixS2995,FUJIFILM
24#4005,5,24,4005,0.698970004,FinePixJZ310,FUJIFILM
24#4103,5,24,4103,0.698970004,FinePixXP170,FUJIFILM
24#4114,5,24,4114,0.698970004,FinePixF800EXR,FUJIFILM
24#4132,5,24,4132,0.698970004,FinePixS2940/Walmart,FUJIFILM
24#4157,5,24,4157,0.698970004,FinePixZ1000EXR,FUJIFILM
24#4178,5,24,4178,0.698970004,FinePixZ900EXR,FUJIFILM
24#4280,5,24,4280,0.698970004,FinePixJX420,FUJIFILM
24#4294,5,24,4294,0.698970004,FinePixXP60,FUJIFILM
24#4316,5,24,4316,0.698970004,FinePixT310,FUJIFILM
153#3366,5,153,3366,0.698970004,E1050TW,GeneralImagingCo.
153#4107,5,153,4107,0.698970004,X400,GeneralImagingCo.
13#1835,5,13,1835,0.698970004,HERO,GoPro
128#1455,5,128,1455,0.698970004,YHDC5170.m2.jp,GoPro.....=..$j.
108#1186,5,108,1186,0.698970004,YHDC5170TQ2.jp,GoPro....3.`di.
306#3896,5,306,3896,0.698970004,YHDC5170-960@t1.jp,GoPro...4><.@Wh.
114#1250,5,114,1250,0.698970004,YHDC51700v1.jp,GoPro...8A<.@Wh.
39#1951,5,39,1951,0.698970004,hpphotosmart720,Hewlett-Packard
103#1124,5,103,1124,0.698970004,AD683G,Hisense
15#42,5,15,42,0.698970004,ADR6350,HTC
15#381,5,15,381,0.698970004,DesireHD,HTC
15#382,5,15,382,0.698970004,PC36100,HTC
15#587,5,15,587,0.698970004,ADR6400L,HTC
15#599,5,15,599,0.698970004,HTCDesireHDA9191,HTC
15#751,5,15,751,0.698970004,Inspire4G,HTC
15#833,5,15,833,0.698970004,HTCTouchHDT8282,HTC
15#1162,5,15,1162,0.698970004,HTCDesireHD,HTC
15#1194,5,15,1194,0.698970004,HTCIncredibleS,HTC
15#1217,5,15,1217,0.698970004,ADR6300,HTC
15#3300,5,15,3300,0.698970004,HTCTouchPro2T7373,HTC
15#3338,5,15,3338,0.698970004,T7380,HTC
15#3371,5,15,3371,0.698970004,HTC-ST7377,HTC
15#3393,5,15,3393,0.698970004,RHOD500,HTC
15#3399,5,15,3399,0.698970004,B,HTC
15#3413,5,15,3413,0.698970004,HTC_Touch_Pro2_T7385,HTC
277#3371,5,277,3371,0.698970004,HTC-ST7377,HTC-ST7377
63#1445,5,63,1445,0.698970004,U8860,HUAWEI
279#3714,5,279,3714,0.698970004,NS-DSC1112SL,Insignia
136#2913,5,136,2913,0.698970004,GZ-MG70,JVC
136#3205,5,136,3205,0.698970004,GR-D770,JVC
136#4117,5,136,4117,0.698970004,GZ-MC100,JVC
230#3574,5,230,3574,0.698970004,W21SA,KDDI-SA
230#3687,5,230,3687,0.698970004,W52SA,KDDI-SA
92#2886,5,92,2886,0.698970004,W44S,KDDI-SN
270#3321,5,270,3321,0.698970004,W55SA,KDDI-ST
137#3491,5,137,3491,0.698970004,RevioC2,Konica
1#1,5,1,1,0.698970004,Nexus4,LGE
16#151,5,16,151,0.698970004,LG-P920,LGElectronics
16#527,5,16,527,0.698970004,LG-SU540,LGElectronics
16#528,5,16,528,0.698970004,LG-SU870,LGElectronics
16#1336,5,16,1336,0.698970004,LG-P725,LGElectronics
16#1337,5,16,1337,0.698970004,LG-P765,LGElectronics
16#2028,5,16,2028,0.698970004,LG-P940,LGElectronics
16#2477,5,16,2477,0.698970004,KC910,LGElectronics
16#2509,5,16,2509,0.698970004,LG-P940.,LGElectronics
16#2958,5,16,2958,0.698970004,KU990,LGElectronics
16#3054,5,16,3054,0.698970004,KE990,LGElectronics
16#3290,5,16,3290,0.698970004,KU990R,LGElectronics
16#3848,5,16,3848,0.698970004,LG-P925e,LGElectronics
16#4256,5,16,4256,0.698970004,LG-P925,LGElectronics
206#2028,5,206,2028,0.698970004,LG-P940,LGElectronics.
206#2509,5,206,2509,0.698970004,LG-P940.,LGElectronics.
207#2028,5,207,2028,0.698970004,LG-P940,LGElectronics=
28#150,5,28,150,0.698970004,LG-P920n,LGElectronics0
29#152,5,29,152,0.698970004,LG-P920p,LGElectronicsa
302#3848,5,302,3848,0.698970004,LG-P925e,LGElectronicse
208#2511,5,208,2511,0.698970004,LG-P940u,LGElectronicsp
308#3971,5,308,3971,0.698970004,EGO,LiquidImage
331#4325,5,331,4325,0.698970004,luxmedia16-Z52,luxmedia16-Z52
280#4186,5,280,4186,0.698970004,MD86765,MEDIONAG
19#850,5,19,850,0.698970004,DROIDRAZR,Motorola
19#851,5,19,851,0.698970004,DROIDRAZR=,Motorola
19#852,5,19,852,0.698970004,DROIDRAZRe,Motorola
19#853,5,19,853,0.698970004,DROIDRAZRP,Motorola
19#1171,5,19,1171,0.698970004,DROIDX,Motorola
19#1240,5,19,1240,0.698970004,DROIDX35800001ffd800000a3a4c,Motorola
19#1347,5,19,1347,0.698970004,XT1225,Motorola
19#1672,5,19,1672,0.698970004,MB855,Motorola
19#2401,5,19,2401,0.698970004,DROIDBIONIC,Motorola
19#3500,5,19,3500,0.698970004,DROIDX2d700000fff00000015a6e,Motorola
19#3512,5,19,3512,0.698970004,DROIDX61940001fff80000015a9c,Motorola
19#3548,5,19,3548,0.698970004,MotoroiX24740022ffd80000015f,Motorola
19#3563,5,19,3563,0.698970004,DROIDX5d920001fff80000015a9c,Motorola
19#3570,5,19,3570,0.698970004,DROIDX0ccc0002ffd80000015f12,Motorola
19#3578,5,19,3578,0.698970004,DROIDX02a20001fff80000015d7d,Motorola
19#3592,5,19,3592,0.698970004,DROIDX6a0e0001ffd80000015dc2,Motorola
19#3607,5,19,3607,0.698970004,DROIDX61e40001fff80000015d9b,Motorola
19#3610,5,19,3610,0.698970004,DROIDX75280001ffd800000a3a9d,Motorola
19#3625,5,19,3625,0.698970004,DROIDX3da00021fff80000015d68,Motorola
19#3626,5,19,3626,0.698970004,DROIDX5cc80001ffd80000016057,Motorola
19#3632,5,19,3632,0.698970004,DROIDX60420001ffd800000a3a95,Motorola
19#3644,5,19,3644,0.698970004,DROIDX402a0001ffd80000015d6d,Motorola
19#3649,5,19,3649,0.698970004,DROIDX2e7c0002ffd80000015f0c,Motorola
19#3661,5,19,3661,0.698970004,DROIDX2,Motorola
19#3681,5,19,3681,0.698970004,DROIDX2cae0001ffd80000015da0,Motorola
19#3707,5,19,3707,0.698970004,DROIDX00260000fff80000015a93,Motorola
19#3800,5,19,3800,0.698970004,MotorolaElectrify,Motorola
19#3916,5,19,3916,0.698970004,MotoroiX32ae0001fff80000015a,Motorola
19#3927,5,19,3927,0.698970004,DROIDX351c0001fff80000015d94,Motorola
19#3932,5,19,3932,0.698970004,MilestoneX,Motorola
19#3943,5,19,3943,0.698970004,DROIDX55680001ffd800000a3a56,Motorola
19#3969,5,19,3969,0.698970004,DROIDX32ec0021ffd800000a3a92,Motorola
19#4205,5,19,4205,0.698970004,ME811,Motorola
19#4208,5,19,4208,0.698970004,DROIDX28b80001ffd80000015ed9,Motorola
19#4261,5,19,4261,0.698970004,MotoroiX123c0002ffd80000015f,Motorola
19#4274,5,19,4274,0.698970004,DROIDX13b20021fff80000015d9e,Motorola
19#4301,5,19,4301,0.698970004,DROIDX505e0001ffd800000a3a9c,Motorola
19#4321,5,19,4321,0.698970004,MilestoneX2,Motorola
81#848,5,81,848,0.698970004,DROIDRAZRo,motorola1
82#849,5,82,849,0.698970004,DROIDRAZRu,motorola5
83#854,5,83,854,0.698970004,DROIDRAZRt,motorolae
84#855,5,84,855,0.698970004,DROIDRAZRa,motorolai
